db_id,institution_code,collection_code,specimen_id,authority,taxonomy_notes,morphospecies,species,subgenus,genus,subtribe,tribe,subfamily,family,superfamily,infraorder,suborder,order,class,ncbi_may_edit,ncbi_search_success,ncbi_species,ncbi_id_rank,ncbi_taxid,variant_status,chimera_notes,traptype,dev_stage,site,locality,subregion,country,latitude,longitude,size,feeding_behaviour,habitat,habitat_stratum,authors,library,datasubmitter,projectname,genbank_accession,notes,contigname
BIOD00066,BMNH,,1426074,,,SF_Curc65,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_746_C05,Darren Yeo,,,,
BIOD00068,BMNH,,1426190,,,SF_Nit5,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT1,Adult,P6,Santa Fe,,Panama,,,,,,,,BIBC_747_D10,Darren Yeo,,,,
BIOD00069,BMNH,,1732739,,,MS1901,,,,,,Scarabaeinae,Scarabaeidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,41142,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP20_G04,Darren Yeo,,,,
BIOD00070,BMNH,,1721740,,,CH_Cocc15,,,,,,,Coccinellidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,7080,,,MALAISE2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_768_F03,Darren Yeo,,,,
BIOD00071,BMNH,,1731991,,,MS1152,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,WINKLER,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP12_H12,Darren Yeo,,,,
BIOD00072,BMNH,,1732719,,,MS1880,,,,,,Anaidinae,Hybosoridae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,2606940,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP20_E08,Darren Yeo,,,,
BIOD00073,BMNH,,1426784,,,SF_Chrys98,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,YPT,Adult,PNA,Santa Fe,,Panama,,,,,,,,BIBC_753_F06,Darren Yeo,,,,
BIOD00074,BMNH,,1732561,,,MS1723,,,,,,Proteinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP18_H07,Darren Yeo,,,,
BIOD00075,BMNH,,1721305,,,CH_Nit44,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,MALAISE2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_764_A12,Darren Yeo,,,,
BIOD00076,BMNH,,1425961,,,FG_285,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,LL,Adult,P4,Noragues,,French Guiana,,,,,,,,BIBC_734_F12,Darren Yeo,,,,
BIOD00077,BMNH,,1723191,,,MS262,,,,,,,Phalacridae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196986,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_F10,Darren Yeo,,,,
BIOD00079,BMNH,,1733237,,,MS2400,,,,,,Cholevinae,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,144794,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP25_H10,Darren Yeo,,,,
BIOD00081,BMNH,,1425807,,,FG_133,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,LL,Adult,P2,Noragues,,French Guiana,,,,,,,,BIBC_733_D05,Darren Yeo,,,,
BIOD00082,BMNH,,1721235,,,CH_Staph146,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_763_D02,Darren Yeo,,,,
BIOD00083,BMNH,,1733438,,,MS2601,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_A07,Darren Yeo,,,,
BIOD00084,BMNH,,1427210,,,CH_Curc47,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,SLAM2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_758_A12,Darren Yeo,,,,
BIOD00085,BMNH,,1721672,,,CH_Carab22,,,,,,Harpalinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,879230,,,FIT2,Adult,P5,Cerro Hoya,,Panama,,,,,,,,BIBC_767_H07,Darren Yeo,,,,
BIOD00086,,,,,,MS1042,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,WINKLER,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP11_G10,Darren Yeo,,,,
BIOD00087,BMNH,,1733413,,,MS2576,,,,,,,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,186087,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP27_G06,Darren Yeo,,,,
BIOD00088,BMNH,,1732472,,,MS1639,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP18_A07,Darren Yeo,,,,
BIOD00090,BMNH,,1732424,,,MS1590,,,,,,,Histeridae,Histeroidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110043,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP17_E06,Darren Yeo,,,,
BIOD00091,BMNH,,1427098,,,CH_Curc27,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,122835,,,FIT1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_756_H08,Darren Yeo,,,,
BIOD00092,BMNH,,1721710,,,CH_Chrys35 (Chrys12?),,,,,,Bruchinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,64387,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_768_C09,Darren Yeo,,,,
BIOD00093,BMNH,,1732505,,,MS1669,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP18_D01,Darren Yeo,,,,
BIOD00094,BMNH,,1274892,,,P5FIT1Staph111,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,FIT1,Adult,P5,Noragues,,French Guiana,,,,,,,,BIBC_771_B03,Darren Yeo,,,,
BIOD00096,BMNH,,1733342,,,MS2505,,,,,,,Corylophidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,196998,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP27_A07,Darren Yeo,,,,
BIOD00097,BMNH,,1426898,,,SF_Ptilo7,,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186984,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_754_G12,Darren Yeo,,,,
BIOD00098,BMNH,,1733510,,,MS2673,,,,,,,Biphyllidae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196969,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_G07,Darren Yeo,,,,
BIOD00099,BMNH,,1426769,,,SF_Lamp10,,,,,,,Lampyridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7049,,,YPT,Adult,PNA,Santa Fe,,Panama,,,,,,,,BIBC_753_E03,Darren Yeo,,,,
BIOD00100,BMNH,,1732900,,,MS2062,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,122835,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_D09,Darren Yeo,,,,
BIOD00101,BMNH,,1723358,,,MS429,,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186984,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP05_D09,Darren Yeo,,,,
BIOD00102,BMNH,,1722959,,,MS30,,,,,,Clerinae,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,2571558,,,MALAISE,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP01_C06,Darren Yeo,,,,
BIOD00103,BMNH,,1723128,,,MS199,,,Tenerus,,,,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,186087,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_A07,Darren Yeo,,,,
BIOD00104,BMNH,,1426247,,,SF_Nit48,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_748_A10,Darren Yeo,,,,
BIOD00105,BMNH,,1721644,,,CH_Ceram15,Eutrypanus mucoreus,,,,,Lamiinae,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,79514,,,MALAISE2,Adult,P7,Cerro Hoya,,Panama,,,,,,,,BIBC_767_F03,Darren Yeo,,,,
BIOD00106,BMNH,,1687198,,,CH_Ptilo1,,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186984,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_761_B09,Darren Yeo,,,,
BIOD00107,BMNH,,1426688,,,SF_Chrys56,,,,,,Eumolpinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,107214,,,YPT,Adult,PNA,Santa Fe,,Panama,,,,,,,,BIBC_752_F06,Darren Yeo,,,,
BIOD00108,BMNH,,1723571,,,MS642,Pseudopachymesia bimahaticollis,,,,,Silinae,Cantharidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,433504,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_F06,Darren Yeo,,,,
BIOD00109,,,,,,,,,,,,,,,,,Coleoptera,Insecta,,TRUE,,order,7041,,,,,,,,,,,,,,,,,Darren Yeo,,,,
BIOD00110,BMNH,,1732949,,,MS2112,,,,,,,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,66535,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_H10,Darren Yeo,,,,
BIOD00111,BMNH,,1426173,,,SF_Nit2,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_747_C05,Darren Yeo,,,,
BIOD00112,BMNH,,1723854,,,MS925,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP10_F01,Darren Yeo,,,,
BIOD00113,BMNH,,1426655,,,SF_Ceram11,,,,,,,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,294804,,,SLAM2,Adult,P6,Santa Fe,,Panama,,,,,,,,BIBC_752_C09,Darren Yeo,,,,
BIOD00114,BMNH,,1731929,,,MS1090,,,,,,,Biphyllidae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196969,,,WINKLER,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP12_C10,Darren Yeo,,,,
BIOD00115,BMNH,,1426539,,,SF_Chrys10,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,MALAISE,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_750_B01,Darren Yeo,,,,
BIOD00116,BMNH,,1732797,,,MS1959,,,,,,,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,186087,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP21_D02,Darren Yeo,,,,
BIOD00117,BMNH,,1723301,,,MS372,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_G12,Darren Yeo,,,,
BIOD00118,BMNH,,1733437,,,MS2600,,,,,,,Eucnemidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,195229,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_A06,Darren Yeo,,,,
BIOD00119,BMNH,,1721458,,,SF_Euc22,,,,,,,Eucnemidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,195229,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_765_F09,Darren Yeo,,,,
BIOD00120,BMNH,,1732526,,,MS1692,,,,,Agathidiini,Leiodinae,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,174917,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP18_E12,Darren Yeo,,,,
BIOD00121,BMNH,,1723459,,,MS530,,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,30009,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP06_E02,Darren Yeo,,,,
BIOD00122,BMNH,,1723252,,,MS323,,,Drilaster,,,Ototretinae,Lampyridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,433517,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_C11,Darren Yeo,,,,
BIOD00124,BMNH,,1733111,,,MS2274,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_F04,Darren Yeo,,,,
BIOD00125,BMNH,,1732238,,,MS1399,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,PITFALL,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP15_E07,Darren Yeo,,,,
BIOD00126,BMNH,,1426836,,,SF_Chrys111,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_754_B10,Darren Yeo,,,,
BIOD00127,BMNH,,1723519,,,MS590,,,Galerosastra,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_B02,Darren Yeo,,,,
BIOD00128,BMNH,,1723689,,,MS760,,,,,,,Phalacridae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196986,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP08_H04,Darren Yeo,,,,
BIOD00129,BMNH,,1723070,,,MS141,,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186984,,,MALAISE,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP02_D09,Darren Yeo,,,,
BIOD00130,BMNH,,1732773,,,MS1935,,,,,,Staphylininae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82886,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP21_B02,Darren Yeo,,,,
BIOD00131,BMNH,,1733059,,,MS2222,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_A12,Darren Yeo,,,,
BIOD00132,BMNH,,1733087,,,MS2250,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_D04,Darren Yeo,,,,
BIOD00133,BMNH,,1723086,,species was Vesta aurantiaca|Vesta urens,MS157,,,Vesta,,,,Lampyridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7049,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP02_F01,Darren Yeo,,,,
BIOD00134,BMNH,,1723457,,,MS528,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP06_D12,Darren Yeo,,,,
BIOD00135,BMNH,,1723183,,,MS254,,,,,,,Limnichidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,186978,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_F02,Darren Yeo,,,,
BIOD00136,BMNH,,1732924,,,MS2087,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_F09,Darren Yeo,,,,
BIOD00137,BMNH,,1723254,,,MS325,,,,,Gonophorini,Cassidinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,107219,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_D01,Darren Yeo,,,,
BIOD00138,BMNH,,1723729,,,MS800,,,,,Orthogoniini,Orthogoniinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,FALSE,TRUE,,tribe,170303,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP09_C08,Darren Yeo,,,,
BIOD00140,BMNH,,1723503,,,MS574,,,,,,Melolonthinae,Scarabaeidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,7059,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP06_H10,Darren Yeo,,,,
BIOD00141,BMNH,,1733289,,,MS2452,,,,,,Scaphidiinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82879,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP26_E02,Darren Yeo,,,,
BIOD00142,BMNH,,1723542,,,MS613,,,Xenoda,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_D01,Darren Yeo,,,,
BIOD00143,BMNH,,1721172,,,CH_Curc134,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_762_F11,Darren Yeo,,,,
BIOD00144,BMNH,,1425943,,,FG_267,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,LL,Adult,P4,Noragues,,French Guiana,,,,,,,,BIBC_734_C10,Darren Yeo,,,,
BIOD00145,BMNH,,1723594,,,MS665,,,,,,Scarabaeinae,Scarabaeidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,41142,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_H05,Darren Yeo,,,,
BIOD00146,BMNH,,1732280,,,MS1441,,,,,,Languriinae,Erotylidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,196991,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP16_A01,Darren Yeo,,,,
BIOD00147,BMNH,,1723309,,,MS380,,,,,,,Eucnemidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,195229,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_H08,Darren Yeo,,,,
BIOD00148,BMNH,,1723685,,,MS757,,,,,,,Aderidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219441,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP08_G12,Darren Yeo,,,,
BIOD00149,BMNH,,1426498,,,SF_Chrys18,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_750_F08,Darren Yeo,,,,
BIOD00150,BMNH,,1723087,,,MS158,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP02_F02,Darren Yeo,,,,
BIOD00151,BMNH,,1732874,,,MS2036,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_B07,Darren Yeo,,,,
BIOD00152,BMNH,,1426611,,,SF_Cocc5,,,,,,,Coccinellidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,7080,,,SLAM,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_750_H01,Darren Yeo,,,,
BIOD00153,BMNH,,1733114,,,MS2277,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,122835,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_F07,Darren Yeo,,,,
BIOD00154,BMNH,,1732659,,,MS1820,,,,,,Pselaphinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,66544,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP19_H08,Darren Yeo,,,,
BIOD00155,BMNH,,1426064,,,SF_Carab7,,,,,,Harpalinae,Carabidae,Caraboidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,879230,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_746_B07,Darren Yeo,,,,
BIOD00156,BMNH,,1723626,,,MS697,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP08_C01,Darren Yeo,,,,
BIOD00157,BMNH,,1731919,,,MS1080,,,,,,Paederinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82885,,,WINKLER,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP12_B12,Darren Yeo,,,,
BIOD00158,BMNH,,1732856,,,MS2018,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_A01,Darren Yeo,,,,
BIOD00159,,,,,,MS2268,,,,,,,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219430,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_E10,Darren Yeo,,,,
BIOD00160,BMNH,,1426817,,,SF_Mel1,,,,,,Cteniopodinae,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,1586648,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_754_A03,Darren Yeo,,,,
BIOD00161,BMNH,,1723756,,,MS827,,,,,Leiochrini,Diaperinae,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,1272144,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP09_E11,Darren Yeo,,,,
